MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
XXX,XXX,0.383000,Active Import Interval (kW),17-04-2023 08:30
XXX,XXX,0.704000,Active Import Interval (kW),17-04-2023 08:00
XXX,XXX,0.327000,Active Import Interval (kW),17-04-2023 07:30
XXX,XXX,0.175000,Active Import Interval (kW),17-04-2023 07:00
XXX,XXX,0.181000,Active Import Interval (kW),17-04-2023 06:30
XXX,XXX,0.138000,Active Import Interval (kW),17-04-2023 06:00
XXX,XXX,0.176000,Active Import Interval (kW),17-04-2023 05:30
XXX,XXX,0.181000,Active Import Interval (kW),17-04-2023 05:00
XXX,XXX,0.164000,Active Import Interval (kW),17-04-2023 04:30
XXX,XXX,0.160000,Active Import Interval (kW),17-04-2023 04:00
XXX,XXX,1.358000,Active Import Interval (kW),17-04-2023 03:30
XXX,XXX,0.227000,Active Import Interval (kW),17-04-2023 03:00
XXX,XXX,0.181000,Active Import Interval (kW),17-04-2023 02:30
XXX,XXX,0.221000,Active Import Interval (kW),17-04-2023 02:00
XXX,XXX,0.911000,Active Import Interval (kW),17-04-2023 01:30
XXX,XXX,0.240000,Active Import Interval (kW),17-04-2023 01:00
XXX,XXX,0.279000,Active Import Interval (kW),17-04-2023 00:30
XXX,XXX,0.340000,Active Import Interval (kW),17-04-2023 00:00
XXX,XXX,0.401000,Active Import Interval (kW),16-04-2023 23:30
XXX,XXX,0.641000,Active Import Interval (kW),16-04-2023 23:00
XXX,XXX,0.625000,Active Import Interval (kW),16-04-2023 22:30
XXX,XXX,0.500000,Active Import Interval (kW),16-04-2023 22:00
XXX,XXX,0.466000,Active Import Interval (kW),16-04-2023 21:30
XXX,XXX,0.485000,Active Import Interval (kW),16-04-2023 21:00
XXX,XXX,0.513000,Active Import Interval (kW),16-04-2023 20:30
XXX,XXX,0.580000,Active Import Interval (kW),16-04-2023 20:00
XXX,XXX,0.527000,Active Import Interval (kW),16-04-2023 19:30
XXX,XXX,0.583000,Active Import Interval (kW),16-04-2023 19:00
XXX,XXX,1.711000,Active Import Interval (kW),16-04-2023 18:30
XXX,XXX,1.960000,Active Import Interval (kW),16-04-2023 18:00
XXX,XXX,1.024000,Active Import Interval (kW),16-04-2023 17:30
XXX,XXX,0.380000,Active Import Interval (kW),16-04-2023 17:00
XXX,XXX,0.397000,Active Import Interval (kW),16-04-2023 16:30
XXX,XXX,0.532000,Active Import Interval (kW),16-04-2023 16:00
XXX,XXX,0.372000,Active Import Interval (kW),16-04-2023 15:30
XXX,XXX,0.434000,Active Import Interval (kW),16-04-2023 15:00
XXX,XXX,0.466000,Active Import Interval (kW),16-04-2023 14:30
XXX,XXX,0.451000,Active Import Interval (kW),16-04-2023 14:00
XXX,XXX,0.460000,Active Import Interval (kW),16-04-2023 13:30
XXX,XXX,0.906000,Active Import Interval (kW),16-04-2023 13:00
XXX,XXX,0.510000,Active Import Interval (kW),16-04-2023 12:30
XXX,XXX,0.281000,Active Import Interval (kW),16-04-2023 12:00
XXX,XXX,0.217000,Active Import Interval (kW),16-04-2023 11:30
XXX,XXX,0.243000,Active Import Interval (kW),16-04-2023 11:00
XXX,XXX,0.254000,Active Import Interval (kW),16-04-2023 10:30
XXX,XXX,0.232000,Active Import Interval (kW),16-04-2023 10:00
XXX,XXX,0.294000,Active Import Interval (kW),16-04-2023 09:30
XXX,XXX,0.827000,Active Import Interval (kW),16-04-2023 09:00
XXX,XXX,0.328000,Active Import Interval (kW),16-04-2023 08:30
XXX,XXX,0.190000,Active Import Interval (kW),16-04-2023 08:00
XXX,XXX,0.244000,Active Import Interval (kW),16-04-2023 07:30
XXX,XXX,0.329000,Active Import Interval (kW),16-04-2023 07:00
XXX,XXX,0.165000,Active Import Interval (kW),16-04-2023 06:30
XXX,XXX,0.230000,Active Import Interval (kW),16-04-2023 06:00
XXX,XXX,0.197000,Active Import Interval (kW),16-04-2023 05:30
XXX,XXX,0.176000,Active Import Interval (kW),16-04-2023 05:00
XXX,XXX,1.470000,Active Import Interval (kW),16-04-2023 04:30
XXX,XXX,0.183000,Active Import Interval (kW),16-04-2023 04:00
XXX,XXX,0.196000,Active Import Interval (kW),16-04-2023 03:30
XXX,XXX,0.238000,Active Import Interval (kW),16-04-2023 03:00
XXX,XXX,0.996000,Active Import Interval (kW),16-04-2023 02:30
XXX,XXX,0.174000,Active Import Interval (kW),16-04-2023 02:00
XXX,XXX,0.452000,Active Import Interval (kW),16-04-2023 01:30
XXX,XXX,0.519000,Active Import Interval (kW),16-04-2023 01:00
XXX,XXX,0.428000,Active Import Interval (kW),16-04-2023 00:30
XXX,XXX,0.493000,Active Import Interval (kW),16-04-2023 00:00
XXX,XXX,0.638000,Active Import Interval (kW),15-04-2023 23:30
XXX,XXX,0.694000,Active Import Interval (kW),15-04-2023 23:00
XXX,XXX,0.626000,Active Import Interval (kW),15-04-2023 22:30
XXX,XXX,0.707000,Active Import Interval (kW),15-04-2023 22:00
XXX,XXX,0.748000,Active Import Interval (kW),15-04-2023 21:30
XXX,XXX,0.903000,Active Import Interval (kW),15-04-2023 21:00
XXX,XXX,0.858000,Active Import Interval (kW),15-04-2023 20:30
XXX,XXX,0.551000,Active Import Interval (kW),15-04-2023 20:00
XXX,XXX,0.420000,Active Import Interval (kW),15-04-2023 19:30
XXX,XXX,0.405000,Active Import Interval (kW),15-04-2023 19:00
XXX,XXX,0.593000,Active Import Interval (kW),15-04-2023 18:30
XXX,XXX,0.336000,Active Import Interval (kW),15-04-2023 18:00
XXX,XXX,0.287000,Active Import Interval (kW),15-04-2023 17:30
XXX,XXX,0.296000,Active Import Interval (kW),15-04-2023 17:00
XXX,XXX,0.678000,Active Import Interval (kW),15-04-2023 16:30
XXX,XXX,0.513000,Active Import Interval (kW),15-04-2023 16:00
XXX,XXX,0.608000,Active Import Interval (kW),15-04-2023 15:30
XXX,XXX,0.508000,Active Import Interval (kW),15-04-2023 15:00
XXX,XXX,0.367000,Active Import Interval (kW),15-04-2023 14:30
XXX,XXX,0.466000,Active Import Interval (kW),15-04-2023 14:00
XXX,XXX,0.866000,Active Import Interval (kW),15-04-2023 13:30
XXX,XXX,0.335000,Active Import Interval (kW),15-04-2023 13:00
XXX,XXX,0.356000,Active Import Interval (kW),15-04-2023 12:30
XXX,XXX,0.497000,Active Import Interval (kW),15-04-2023 12:00
XXX,XXX,1.309000,Active Import Interval (kW),15-04-2023 11:30
XXX,XXX,0.244000,Active Import Interval (kW),15-04-2023 11:00
XXX,XXX,0.155000,Active Import Interval (kW),15-04-2023 10:30
XXX,XXX,0.547000,Active Import Interval (kW),15-04-2023 10:00
XXX,XXX,1.331000,Active Import Interval (kW),15-04-2023 09:30
XXX,XXX,1.001000,Active Import Interval (kW),15-04-2023 09:00
XXX,XXX,0.185000,Active Import Interval (kW),15-04-2023 08:30
XXX,XXX,0.220000,Active Import Interval (kW),15-04-2023 08:00
XXX,XXX,0.176000,Active Import Interval (kW),15-04-2023 07:30
XXX,XXX,0.204000,Active Import Interval (kW),15-04-2023 07:00
XXX,XXX,0.215000,Active Import Interval (kW),15-04-2023 06:30
XXX,XXX,0.158000,Active Import Interval (kW),15-04-2023 06:00
XXX,XXX,0.150000,Active Import Interval (kW),15-04-2023 05:30
XXX,XXX,0.172000,Active Import Interval (kW),15-04-2023 05:00
XXX,XXX,0.180000,Active Import Interval (kW),15-04-2023 04:30
XXX,XXX,1.057000,Active Import Interval (kW),15-04-2023 04:00
XXX,XXX,0.203000,Active Import Interval (kW),15-04-2023 03:30
XXX,XXX,0.232000,Active Import Interval (kW),15-04-2023 03:00
XXX,XXX,0.230000,Active Import Interval (kW),15-04-2023 02:30
XXX,XXX,0.872000,Active Import Interval (kW),15-04-2023 02:00
XXX,XXX,0.295000,Active Import Interval (kW),15-04-2023 01:30
XXX,XXX,0.390000,Active Import Interval (kW),15-04-2023 01:00
XXX,XXX,0.487000,Active Import Interval (kW),15-04-2023 00:30
XXX,XXX,0.700000,Active Import Interval (kW),15-04-2023 00:00
XXX,XXX,0.643000,Active Import Interval (kW),14-04-2023 23:30
XXX,XXX,0.648000,Active Import Interval (kW),14-04-2023 23:00
XXX,XXX,0.687000,Active Import Interval (kW),14-04-2023 22:30
XXX,XXX,0.981000,Active Import Interval (kW),14-04-2023 22:00
XXX,XXX,1.195000,Active Import Interval (kW),14-04-2023 21:30
XXX,XXX,0.602000,Active Import Interval (kW),14-04-2023 21:00
XXX,XXX,0.605000,Active Import Interval (kW),14-04-2023 20:30
XXX,XXX,0.517000,Active Import Interval (kW),14-04-2023 20:00
XXX,XXX,0.613000,Active Import Interval (kW),14-04-2023 19:30
XXX,XXX,0.673000,Active Import Interval (kW),14-04-2023 19:00
XXX,XXX,2.089000,Active Import Interval (kW),14-04-2023 18:30
XXX,XXX,0.484000,Active Import Interval (kW),14-04-2023 18:00
XXX,XXX,0.530000,Active Import Interval (kW),14-04-2023 17:30
XXX,XXX,0.538000,Active Import Interval (kW),14-04-2023 17:00
XXX,XXX,0.567000,Active Import Interval (kW),14-04-2023 16:30
XXX,XXX,0.567000,Active Import Interval (kW),14-04-2023 16:00
XXX,XXX,0.371000,Active Import Interval (kW),14-04-2023 15:30
XXX,XXX,0.394000,Active Import Interval (kW),14-04-2023 15:00
XXX,XXX,0.349000,Active Import Interval (kW),14-04-2023 14:30
XXX,XXX,0.301000,Active Import Interval (kW),14-04-2023 14:00
XXX,XXX,0.311000,Active Import Interval (kW),14-04-2023 13:30
XXX,XXX,0.298000,Active Import Interval (kW),14-04-2023 13:00
XXX,XXX,0.306000,Active Import Interval (kW),14-04-2023 12:30
XXX,XXX,0.327000,Active Import Interval (kW),14-04-2023 12:00
XXX,XXX,0.389000,Active Import Interval (kW),14-04-2023 11:30
XXX,XXX,0.202000,Active Import Interval (kW),14-04-2023 11:00
XXX,XXX,0.202000,Active Import Interval (kW),14-04-2023 10:30
XXX,XXX,0.209000,Active Import Interval (kW),14-04-2023 10:00
XXX,XXX,0.235000,Active Import Interval (kW),14-04-2023 09:30
XXX,XXX,0.221000,Active Import Interval (kW),14-04-2023 09:00
XXX,XXX,0.204000,Active Import Interval (kW),14-04-2023 08:30
XXX,XXX,0.179000,Active Import Interval (kW),14-04-2023 08:00
XXX,XXX,0.237000,Active Import Interval (kW),14-04-2023 07:30
XXX,XXX,0.237000,Active Import Interval (kW),14-04-2023 07:00
XXX,XXX,0.201000,Active Import Interval (kW),14-04-2023 06:30
XXX,XXX,0.192000,Active Import Interval (kW),14-04-2023 06:00
XXX,XXX,0.197000,Active Import Interval (kW),14-04-2023 05:30
XXX,XXX,0.176000,Active Import Interval (kW),14-04-2023 05:00
XXX,XXX,0.180000,Active Import Interval (kW),14-04-2023 04:30
XXX,XXX,0.195000,Active Import Interval (kW),14-04-2023 04:00
XXX,XXX,0.203000,Active Import Interval (kW),14-04-2023 03:30
XXX,XXX,0.174000,Active Import Interval (kW),14-04-2023 03:00
XXX,XXX,1.401000,Active Import Interval (kW),14-04-2023 02:30
XXX,XXX,0.242000,Active Import Interval (kW),14-04-2023 02:00
XXX,XXX,0.236000,Active Import Interval (kW),14-04-2023 01:30
XXX,XXX,0.270000,Active Import Interval (kW),14-04-2023 01:00
XXX,XXX,1.035000,Active Import Interval (kW),14-04-2023 00:30
XXX,XXX,0.860000,Active Import Interval (kW),14-04-2023 00:00
XXX,XXX,0.948000,Active Import Interval (kW),13-04-2023 23:30
XXX,XXX,2.350000,Active Import Interval (kW),13-04-2023 23:00
XXX,XXX,0.771000,Active Import Interval (kW),13-04-2023 22:30
XXX,XXX,1.977000,Active Import Interval (kW),13-04-2023 22:00
XXX,XXX,0.835000,Active Import Interval (kW),13-04-2023 21:30
XXX,XXX,1.228000,Active Import Interval (kW),13-04-2023 21:00
XXX,XXX,2.144000,Active Import Interval (kW),13-04-2023 20:30
XXX,XXX,1.039000,Active Import Interval (kW),13-04-2023 20:00
XXX,XXX,0.621000,Active Import Interval (kW),13-04-2023 19:30
XXX,XXX,0.674000,Active Import Interval (kW),13-04-2023 19:00
XXX,XXX,0.803000,Active Import Interval (kW),13-04-2023 18:30
XXX,XXX,0.773000,Active Import Interval (kW),13-04-2023 18:00
XXX,XXX,2.478000,Active Import Interval (kW),13-04-2023 17:30
XXX,XXX,0.740000,Active Import Interval (kW),13-04-2023 17:00
XXX,XXX,0.676000,Active Import Interval (kW),13-04-2023 16:30
XXX,XXX,0.778000,Active Import Interval (kW),13-04-2023 16:00
XXX,XXX,0.676000,Active Import Interval (kW),13-04-2023 15:30
XXX,XXX,0.506000,Active Import Interval (kW),13-04-2023 15:00
XXX,XXX,0.477000,Active Import Interval (kW),13-04-2023 14:30
XXX,XXX,0.479000,Active Import Interval (kW),13-04-2023 14:00
XXX,XXX,0.501000,Active Import Interval (kW),13-04-2023 13:30
XXX,XXX,0.464000,Active Import Interval (kW),13-04-2023 13:00
XXX,XXX,0.863000,Active Import Interval (kW),13-04-2023 12:30
XXX,XXX,0.875000,Active Import Interval (kW),13-04-2023 12:00
XXX,XXX,0.556000,Active Import Interval (kW),13-04-2023 11:30
XXX,XXX,0.541000,Active Import Interval (kW),13-04-2023 11:00
XXX,XXX,0.240000,Active Import Interval (kW),13-04-2023 10:30
XXX,XXX,0.198000,Active Import Interval (kW),13-04-2023 10:00
XXX,XXX,0.257000,Active Import Interval (kW),13-04-2023 09:30
XXX,XXX,0.327000,Active Import Interval (kW),13-04-2023 09:00
XXX,XXX,0.267000,Active Import Interval (kW),13-04-2023 08:30
XXX,XXX,0.611000,Active Import Interval (kW),13-04-2023 08:00
XXX,XXX,0.582000,Active Import Interval (kW),13-04-2023 07:30
XXX,XXX,0.298000,Active Import Interval (kW),13-04-2023 07:00
XXX,XXX,0.212000,Active Import Interval (kW),13-04-2023 06:30
XXX,XXX,0.149000,Active Import Interval (kW),13-04-2023 06:00
XXX,XXX,0.175000,Active Import Interval (kW),13-04-2023 05:30
XXX,XXX,0.160000,Active Import Interval (kW),13-04-2023 05:00
XXX,XXX,1.190000,Active Import Interval (kW),13-04-2023 04:30
XXX,XXX,0.199000,Active Import Interval (kW),13-04-2023 04:00
XXX,XXX,0.219000,Active Import Interval (kW),13-04-2023 03:30
XXX,XXX,0.222000,Active Import Interval (kW),13-04-2023 03:00
XXX,XXX,0.966000,Active Import Interval (kW),13-04-2023 02:30
XXX,XXX,0.518000,Active Import Interval (kW),13-04-2023 02:00
XXX,XXX,0.521000,Active Import Interval (kW),13-04-2023 01:30
XXX,XXX,0.652000,Active Import Interval (kW),13-04-2023 01:00
XXX,XXX,0.525000,Active Import Interval (kW),13-04-2023 00:30
XXX,XXX,0.736000,Active Import Interval (kW),13-04-2023 00:00
XXX,XXX,0.671000,Active Import Interval (kW),12-04-2023 23:30
XXX,XXX,0.518000,Active Import Interval (kW),12-04-2023 23:00
XXX,XXX,0.531000,Active Import Interval (kW),12-04-2023 22:30
XXX,XXX,0.787000,Active Import Interval (kW),12-04-2023 22:00
XXX,XXX,0.727000,Active Import Interval (kW),12-04-2023 21:30
XXX,XXX,0.774000,Active Import Interval (kW),12-04-2023 21:00
XXX,XXX,0.676000,Active Import Interval (kW),12-04-2023 20:30
XXX,XXX,0.629000,Active Import Interval (kW),12-04-2023 20:00
XXX,XXX,0.668000,Active Import Interval (kW),12-04-2023 19:30
XXX,XXX,0.577000,Active Import Interval (kW),12-04-2023 19:00
XXX,XXX,1.125000,Active Import Interval (kW),12-04-2023 18:30
XXX,XXX,1.281000,Active Import Interval (kW),12-04-2023 18:00
XXX,XXX,1.065000,Active Import Interval (kW),12-04-2023 17:30
XXX,XXX,0.948000,Active Import Interval (kW),12-04-2023 17:00
XXX,XXX,0.718000,Active Import Interval (kW),12-04-2023 16:30
XXX,XXX,0.386000,Active Import Interval (kW),12-04-2023 16:00
XXX,XXX,0.446000,Active Import Interval (kW),12-04-2023 15:30
XXX,XXX,0.432000,Active Import Interval (kW),12-04-2023 15:00
XXX,XXX,0.803000,Active Import Interval (kW),12-04-2023 14:30
XXX,XXX,0.405000,Active Import Interval (kW),12-04-2023 14:00
XXX,XXX,0.440000,Active Import Interval (kW),12-04-2023 13:30
XXX,XXX,0.759000,Active Import Interval (kW),12-04-2023 13:00
XXX,XXX,2.003000,Active Import Interval (kW),12-04-2023 12:30
XXX,XXX,1.327000,Active Import Interval (kW),12-04-2023 12:00
XXX,XXX,0.477000,Active Import Interval (kW),12-04-2023 11:30
XXX,XXX,0.553000,Active Import Interval (kW),12-04-2023 11:00
XXX,XXX,1.539000,Active Import Interval (kW),12-04-2023 10:30
XXX,XXX,1.113000,Active Import Interval (kW),12-04-2023 10:00
XXX,XXX,0.226000,Active Import Interval (kW),12-04-2023 09:30
XXX,XXX,0.246000,Active Import Interval (kW),12-04-2023 09:00
XXX,XXX,0.747000,Active Import Interval (kW),12-04-2023 08:30
XXX,XXX,0.151000,Active Import Interval (kW),12-04-2023 08:00
XXX,XXX,0.251000,Active Import Interval (kW),12-04-2023 07:30
XXX,XXX,0.240000,Active Import Interval (kW),12-04-2023 07:00
XXX,XXX,0.182000,Active Import Interval (kW),12-04-2023 06:30
XXX,XXX,0.209000,Active Import Interval (kW),12-04-2023 06:00
XXX,XXX,0.175000,Active Import Interval (kW),12-04-2023 05:30
XXX,XXX,0.204000,Active Import Interval (kW),12-04-2023 05:00
XXX,XXX,0.883000,Active Import Interval (kW),12-04-2023 04:30
XXX,XXX,0.489000,Active Import Interval (kW),12-04-2023 04:00
XXX,XXX,0.271000,Active Import Interval (kW),12-04-2023 03:30
XXX,XXX,0.378000,Active Import Interval (kW),12-04-2023 03:00
XXX,XXX,1.066000,Active Import Interval (kW),12-04-2023 02:30
XXX,XXX,0.847000,Active Import Interval (kW),12-04-2023 02:00
XXX,XXX,0.359000,Active Import Interval (kW),12-04-2023 01:30
XXX,XXX,0.478000,Active Import Interval (kW),12-04-2023 01:00
XXX,XXX,0.538000,Active Import Interval (kW),12-04-2023 00:30
XXX,XXX,0.643000,Active Import Interval (kW),12-04-2023 00:00
XXX,XXX,0.655000,Active Import Interval (kW),11-04-2023 23:30
XXX,XXX,0.889000,Active Import Interval (kW),11-04-2023 23:00
XXX,XXX,0.829000,Active Import Interval (kW),11-04-2023 22:30
XXX,XXX,0.877000,Active Import Interval (kW),11-04-2023 22:00
XXX,XXX,1.213000,Active Import Interval (kW),11-04-2023 21:30
XXX,XXX,0.778000,Active Import Interval (kW),11-04-2023 21:00
XXX,XXX,0.587000,Active Import Interval (kW),11-04-2023 20:30
XXX,XXX,0.371000,Active Import Interval (kW),11-04-2023 20:00
XXX,XXX,0.417000,Active Import Interval (kW),11-04-2023 19:30
XXX,XXX,0.507000,Active Import Interval (kW),11-04-2023 19:00
XXX,XXX,0.661000,Active Import Interval (kW),11-04-2023 18:30
XXX,XXX,0.466000,Active Import Interval (kW),11-04-2023 18:00
XXX,XXX,1.772000,Active Import Interval (kW),11-04-2023 17:30
XXX,XXX,0.359000,Active Import Interval (kW),11-04-2023 17:00
XXX,XXX,0.515000,Active Import Interval (kW),11-04-2023 16:30
XXX,XXX,0.394000,Active Import Interval (kW),11-04-2023 16:00
XXX,XXX,0.600000,Active Import Interval (kW),11-04-2023 15:30
XXX,XXX,0.409000,Active Import Interval (kW),11-04-2023 15:00
XXX,XXX,0.247000,Active Import Interval (kW),11-04-2023 14:30
XXX,XXX,0.245000,Active Import Interval (kW),11-04-2023 14:00
XXX,XXX,0.367000,Active Import Interval (kW),11-04-2023 13:30
XXX,XXX,0.587000,Active Import Interval (kW),11-04-2023 13:00
XXX,XXX,0.330000,Active Import Interval (kW),11-04-2023 12:30
XXX,XXX,0.275000,Active Import Interval (kW),11-04-2023 12:00
XXX,XXX,0.250000,Active Import Interval (kW),11-04-2023 11:30
XXX,XXX,0.347000,Active Import Interval (kW),11-04-2023 11:00
XXX,XXX,0.886000,Active Import Interval (kW),11-04-2023 10:30
XXX,XXX,0.341000,Active Import Interval (kW),11-04-2023 10:00
XXX,XXX,0.448000,Active Import Interval (kW),11-04-2023 09:30
XXX,XXX,0.936000,Active Import Interval (kW),11-04-2023 09:00
XXX,XXX,0.814000,Active Import Interval (kW),11-04-2023 08:30
XXX,XXX,0.190000,Active Import Interval (kW),11-04-2023 08:00
XXX,XXX,0.234000,Active Import Interval (kW),11-04-2023 07:30
XXX,XXX,0.258000,Active Import Interval (kW),11-04-2023 07:00
XXX,XXX,0.160000,Active Import Interval (kW),11-04-2023 06:30
XXX,XXX,0.224000,Active Import Interval (kW),11-04-2023 06:00
XXX,XXX,0.180000,Active Import Interval (kW),11-04-2023 05:30
XXX,XXX,0.179000,Active Import Interval (kW),11-04-2023 05:00
XXX,XXX,0.229000,Active Import Interval (kW),11-04-2023 04:30
XXX,XXX,1.137000,Active Import Interval (kW),11-04-2023 04:00
XXX,XXX,0.278000,Active Import Interval (kW),11-04-2023 03:30
XXX,XXX,0.272000,Active Import Interval (kW),11-04-2023 03:00
XXX,XXX,0.243000,Active Import Interval (kW),11-04-2023 02:30
XXX,XXX,1.010000,Active Import Interval (kW),11-04-2023 02:00
XXX,XXX,0.475000,Active Import Interval (kW),11-04-2023 01:30
XXX,XXX,0.855000,Active Import Interval (kW),11-04-2023 01:00
XXX,XXX,0.638000,Active Import Interval (kW),11-04-2023 00:30
XXX,XXX,0.909000,Active Import Interval (kW),11-04-2023 00:00
XXX,XXX,0.682000,Active Import Interval (kW),10-04-2023 23:30
XXX,XXX,0.956000,Active Import Interval (kW),10-04-2023 23:00
XXX,XXX,0.843000,Active Import Interval (kW),10-04-2023 22:30
XXX,XXX,0.688000,Active Import Interval (kW),10-04-2023 22:00
XXX,XXX,0.551000,Active Import Interval (kW),10-04-2023 21:30
XXX,XXX,0.590000,Active Import Interval (kW),10-04-2023 21:00
XXX,XXX,0.657000,Active Import Interval (kW),10-04-2023 20:30
XXX,XXX,0.628000,Active Import Interval (kW),10-04-2023 20:00
XXX,XXX,0.805000,Active Import Interval (kW),10-04-2023 19:30
XXX,XXX,1.214000,Active Import Interval (kW),10-04-2023 19:00
XXX,XXX,1.380000,Active Import Interval (kW),10-04-2023 18:30
XXX,XXX,0.982000,Active Import Interval (kW),10-04-2023 18:00
XXX,XXX,0.680000,Active Import Interval (kW),10-04-2023 17:30
XXX,XXX,0.763000,Active Import Interval (kW),10-04-2023 17:00
XXX,XXX,0.571000,Active Import Interval (kW),10-04-2023 16:30
XXX,XXX,0.621000,Active Import Interval (kW),10-04-2023 16:00
XXX,XXX,0.591000,Active Import Interval (kW),10-04-2023 15:30
XXX,XXX,0.627000,Active Import Interval (kW),10-04-2023 15:00
XXX,XXX,0.513000,Active Import Interval (kW),10-04-2023 14:30
XXX,XXX,1.117000,Active Import Interval (kW),10-04-2023 14:00
XXX,XXX,0.534000,Active Import Interval (kW),10-04-2023 13:30
XXX,XXX,0.337000,Active Import Interval (kW),10-04-2023 13:00
XXX,XXX,0.345000,Active Import Interval (kW),10-04-2023 12:30
XXX,XXX,0.817000,Active Import Interval (kW),10-04-2023 12:00
XXX,XXX,0.331000,Active Import Interval (kW),10-04-2023 11:30
XXX,XXX,0.448000,Active Import Interval (kW),10-04-2023 11:00
XXX,XXX,0.240000,Active Import Interval (kW),10-04-2023 10:30
XXX,XXX,0.241000,Active Import Interval (kW),10-04-2023 10:00
XXX,XXX,0.413000,Active Import Interval (kW),10-04-2023 09:30
XXX,XXX,0.321000,Active Import Interval (kW),10-04-2023 09:00
XXX,XXX,0.403000,Active Import Interval (kW),10-04-2023 08:30
XXX,XXX,0.716000,Active Import Interval (kW),10-04-2023 08:00
XXX,XXX,0.205000,Active Import Interval (kW),10-04-2023 07:30
XXX,XXX,0.198000,Active Import Interval (kW),10-04-2023 07:00
XXX,XXX,0.172000,Active Import Interval (kW),10-04-2023 06:30
XXX,XXX,0.170000,Active Import Interval (kW),10-04-2023 06:00
XXX,XXX,0.168000,Active Import Interval (kW),10-04-2023 05:30
XXX,XXX,0.180000,Active Import Interval (kW),10-04-2023 05:00
XXX,XXX,0.168000,Active Import Interval (kW),10-04-2023 04:30
XXX,XXX,0.920000,Active Import Interval (kW),10-04-2023 04:00
XXX,XXX,0.473000,Active Import Interval (kW),10-04-2023 03:30
XXX,XXX,0.225000,Active Import Interval (kW),10-04-2023 03:00
XXX,XXX,0.212000,Active Import Interval (kW),10-04-2023 02:30
XXX,XXX,0.981000,Active Import Interval (kW),10-04-2023 02:00
XXX,XXX,0.334000,Active Import Interval (kW),10-04-2023 01:30
XXX,XXX,0.507000,Active Import Interval (kW),10-04-2023 01:00
XXX,XXX,0.595000,Active Import Interval (kW),10-04-2023 00:30
XXX,XXX,0.958000,Active Import Interval (kW),10-04-2023 00:00
XXX,XXX,0.576000,Active Import Interval (kW),09-04-2023 23:30
XXX,XXX,0.592000,Active Import Interval (kW),09-04-2023 23:00
XXX,XXX,0.573000,Active Import Interval (kW),09-04-2023 22:30
XXX,XXX,0.565000,Active Import Interval (kW),09-04-2023 22:00
